timestamp,actual_value,predicted_value,forecast_error,abs_error,risk_level,recommendation,reason,model_version,interval_lower_90,interval_upper_90,interval_lower_95,interval_upper_95
2016-04-23 12:40:00,90.0,151.95334629563413,61.953346295634134,61.953346295634134,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 151.95 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1,100.75122474560509,203.15546784566317,47.15365515892323,256.753037432345
2016-04-23 12:50:00,90.0,137.81635442374397,47.816354423743974,47.816354423743974,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 137.82 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1,86.61423287371493,189.01847597377304,33.01666328703307,242.6160455604549
2016-04-23 13:00:00,100.0,136.7909930409275,36.7909930409275,36.7909930409275,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 136.79 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1,85.58887149089846,187.99311459095657,31.9913019042166,241.59068417763842
2016-04-23 13:10:00,100.0,133.27040821892174,33.270408218921744,33.270408218921744,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 133.27 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1,82.0682866688927,184.47252976895078,28.47071708221084,238.07009935563264
2016-04-23 13:20:00,100.0,136.02140483878983,36.021404838789834,36.021404838789834,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 136.02 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1,84.81928328876079,187.22352638881887,31.22171370207893,240.82109597550073
2016-04-23 13:30:00,130.0,146.77586618299193,16.775866182991933,16.775866182991933,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 146.78 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1,95.57374463296289,197.977987733021,41.97617504628103,251.57555731970285
2016-04-23 13:40:00,260.0,155.83541547407603,-104.16458452592397,104.16458452592397,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 155.84 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1,104.63329392404698,207.03753702410506,51.035724337365124,260.6351066107869
2016-04-23 13:50:00,110.0,245.13445961901635,135.13445961901635,135.13445961901635,HIGH,REDUCE_NON_CRITICAL_LOAD_OR_CHECK_HVAC,Predicted appliance energy is 245.13 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1,193.9323380689873,296.3365811690454,140.33476848230544,349.9341507557273
2016-04-23 14:00:00,110.0,104.42389011162065,-5.576109888379349,5.576109888379349,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 104.42 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1,53.2217685615916,155.6260116616497,0.0,209.22358124833156
2016-04-23 14:10:00,110.0,132.45090585467557,22.450905854675568,22.450905854675568,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 132.45 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1,81.24878430464652,183.65302740470463,27.651214717964663,237.2505969913865
2016-04-23 14:20:00,110.0,118.20312083786452,8.203120837864518,8.203120837864518,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 118.20 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1,67.00099928783547,169.40524238789357,13.403429701153613,223.00281197457542
2016-04-23 14:30:00,110.0,117.59359832314016,7.5935983231401565,7.5935983231401565,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 117.59 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1,66.39147677311111,168.79571987316922,12.793907186429252,222.39328945985108
2016-04-23 14:40:00,110.0,122.23567537590498,12.235675375904975,12.235675375904975,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 122.24 Wh; warning/high/critical thresholds are 90.00/210.00/400.00 Wh.,linear_regression_v1,71.03355382587593,173.43779692593404,17.43598423919407,227.0353665126159
